"elimfilters_sku","source_sku","segment","make","model","engine_size","hp","kw","year","engine","source_url"
"EL54016","W940/16","Oil Filter","PORSCHE","911 2.2 E","2195","155","114","1969-1971","2.2 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 2.2 S","2195","180","132","1969-1971","2.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 2.2 T","2195","125","92","1970-1972","2.2 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.0 E","1991","140","103","1968-1972","2.0 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.0 L","1991","131","96","1964-1968","2.0 L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.0 L","1991","150","110","1967-1968","2.0 L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.0 S","1991","160","118","1966-1968","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.0 S","1991","170","125","1966-1972","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.0 T","1991","110","81","1967-1972","2.0 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.2 E","2195","155","114","1969-1972","2.2 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.2 S","2195","180","132","1969-1972","2.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","911 Targa 2.2 T","2195","125","92","1970-1972","2.2 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","PORSCHE","914 /6 2.0","1991","110","81","1969-1973","/6 2.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 110.06/A","5453","103","76","1985-1990","S 110.06/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 110.07/A","5453","103","76","1985-1990","S 110.07/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 110.08/A","5453","103","76","1985-1990","S 110.08/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.06","5453","130","96","1983-1990","S 130.06","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.07","5453","130","96","1983-1990","S 130.07","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/A","5453","130","96","1983-1990","S 130.08/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/A,S 130.08/B","5453","130","96","1983-1990","S 130.08/A,S 130.08/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/B","5453","130","96","1983-1990","S 130.08/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/R","5453","130","96","1983-1990","S 130.08/R","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.09/B","5453","130","96","1983-1990","S 130.09/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.11","5453","130","96","1983-1990","S 130.11","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.11/B","5453","130","96","1983-1990","S 130.11/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 130.13/B","5453","130","96","1983-1990","S 130.13/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 150.08TI","5490","154","113","1983-1986","S 150.08TI","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 150.09TI","5490","154","113","1983-1986","S 150.09TI","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54016","W940/16","Oil Filter","RENAULT TRUCKS","Midliner S 90","3590","91","67","1984-1994","S 90","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/16"
"EL54017","W940/17","Oil Filter","ALFA ROMEO","2300 2.3","2310","141","104","1974-1980","2.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","ALFA ROMEO","2300 2.3 TI","2310","149","109","1976-1980","2.3 TI","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 105 S","4160","60","44","1975","105 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 105 S","3400","60","44","1972","105 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 106 S","3400","65","48","1972","106 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 106 S","4160","65","48","1975","106 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 108 S","4160","65","48","1975","108 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 305 LS","3768","61","45","1980","305 LS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 305 LSA","3768","61","45","1980","305 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 306 LS","4160","75","55","1987-1993","306 LS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 306 LSA","4160","75","55","1987-1993","306 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 310 LSA","4160","93","68","1985","310 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 310 LSA","4160","100","74","1990","310 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 4 S","2980","54","40","1970","4 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 5 S","2980","65","48","1970","5 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Farmer 5S","3400","65","48","1970-1972","5S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 10 S","5100","80","59","1970","10 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 11 S","5100","80","59","1970","11 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 3 S","3400","61","45","1967","3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 3 S","2980","54","40","1963","3 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 4 S","5100","80","59","1970","4 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 509 CA","4160","95","70","1994-1999","509 CA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 510 CA","4160","105","77","1993-1999","510 CA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 512 CA","6234","125","92","1993-1999","512 CA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 514 CA","6234","140","103","1993-1999","514 CA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 515 CA","6234","150","110","1993-1999","515 CA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 600 LS","5654","86","63","1976","600 LS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","Favorit 610 LS","5654","95","70","1979-1984","610 LS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","GT 255 GT","2827","50","37","1976","255 GT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","FENDT","GT 275 GT","3770","69","51","1976","275 GT","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.0 E","1991","140","103","1968-1969","2.0 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.0 L","1991","130","96","1963-1967","2.0 L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.0 L","1991","150","110","1967-1968","2.0 L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.0 S","1991","160","118","1966-1968","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.0 S","1991","170","125","1968-1969","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.0 T","1991","110","81","1968-1972","2.0 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.2 E","2195","155","114","1969-1971","2.2 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.2 S","2195","180","132","1969-1971","2.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 2.2 T","2195","125","92","1970-1972","2.2 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.0 E","1991","140","103","1968-1972","2.0 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.0 L","1991","131","96","1964-1968","2.0 L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.0 L","1991","150","110","1967-1968","2.0 L","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.0 S","1991","160","118","1966-1968","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.0 S","1991","170","125","1966-1972","2.0 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.0 T","1991","110","81","1967-1972","2.0 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.2 E","2195","155","114","1969-1972","2.2 E","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.2 S","2195","180","132","1969-1972","2.2 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","911 Targa 2.2 T","2195","125","92","1970-1972","2.2 T","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","PORSCHE","914 /6 2.0","1991","110","81","1969-1973","/6 2.0","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 110.06/A","5453","103","76","1985-1990","S 110.06/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 110.07/A","5453","103","76","1985-1990","S 110.07/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 110.08/A","5453","103","76","1985-1990","S 110.08/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.06","5453","130","96","1983-1990","S 130.06","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.07","5453","130","96","1983-1990","S 130.07","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/A","5453","130","96","1983-1990","S 130.08/A","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/A,S 130.08/B","5453","130","96","1983-1990","S 130.08/A,S 130.08/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/B","5453","130","96","1983-1990","S 130.08/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.08/R","5453","130","96","1983-1990","S 130.08/R","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.09/B","5453","130","96","1983-1990","S 130.09/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.11","5453","130","96","1983-1990","S 130.11","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.11/B","5453","130","96","1983-1990","S 130.11/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 130.13/B","5453","130","96","1983-1990","S 130.13/B","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 150.08TI","5490","154","113","1983-1986","S 150.08TI","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 150.09TI","5490","154","113","1983-1986","S 150.09TI","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54017","W940/17","Oil Filter","RENAULT TRUCKS","Midliner S 90","3590","91","67","1984-1994","S 90","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/17"
"EL54022","W940/22","Oil Filter","ALFA ROMEO","2300 2.3","2310","141","104","1974-1980","2.3","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","ALFA ROMEO","2300 2.3 TI","2310","149","109","1976-1980","2.3 TI","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 105 S","4160","60","44","1975","105 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 105 S","3400","60","44","1972","105 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 106 S","3400","65","48","1972","106 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 106 S","4160","65","48","1975","106 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 108 S","4160","65","48","1975","108 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 305 LS","3768","61","45","1980","305 LS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 305 LSA","3768","61","45","1980","305 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 306 LS","4160","75","55","1987-1993","306 LS","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 306 LSA","4160","75","55","1987-1993","306 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 310 LSA","4160","93","68","1985","310 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 310 LSA","4160","100","74","1990","310 LSA","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
"EL54022","W940/22","Oil Filter","FENDT","Farmer 4 S","2980","54","40","1970","4 S","https://www.oilfilter-crossreference.com/convert/MANN-FILTER/W940/22"
